!ORDERID,!ITEMID,!PRODUCTID,!PRODUCTCODE,!PRODUCT,!PRICE,!AMOUNT,!PROVIDER,!OPTION_CLASS,!OPTION_VALUE,!EXTRA_DATA
312,421,8,3514,Morning Birdsong Breakfast Blend,10.49,1,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:2;i:4;}s:5:""taxes"";N;s:7:""display"";a:3:{s:5:""price"";s:5:""10.49"";s:16:""discounted_price"";s:5:""10.49"";s:8:""subtotal"";s:5:""10.49"";}}"
312,422,9,3570,No Ruffled Feathers Decaf,11.09,1,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:3;i:6;}s:5:""taxes"";N;s:7:""display"";a:3:{s:5:""price"";s:5:""11.09"";s:16:""discounted_price"";s:5:""11.09"";s:8:""subtotal"";s:5:""11.09"";}}"
313,423,8,3514,Morning Birdsong Breakfast Blend,10.49,2,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:2;s:1:""4"";}s:5:""taxes"";N;s:7:""display"";a:3:{s:5:""price"";s:5:""10.49"";s:16:""discounted_price"";s:5:""20.98"";s:8:""subtotal"";s:5:""20.98"";}}"
314,424,9,3570,No Ruffled Feathers Decaf,11.09,3,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:3;s:1:""6"";}s:5:""taxes"";N;s:7:""display"";a:3:{s:5:""price"";s:5:""11.09"";s:16:""discounted_price"";s:5:""33.27"";s:8:""subtotal"";s:5:""33.27"";}}"
315,425,7,3552,Flying Free French Roast,10.49,1,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:1;s:1:""2"";}s:5:""taxes"";N;s:7:""display"";a:3:{s:5:""price"";s:5:""10.49"";s:16:""discounted_price"";s:4:""8.39"";s:8:""subtotal"";s:4:""8.39"";}}"
315,426,9,3570,No Ruffled Feathers Decaf,11.09,4,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:3;s:1:""6"";}s:5:""taxes"";N;s:7:""display"";a:3:{s:5:""price"";s:5:""11.09"";s:16:""discounted_price"";s:5:""35.49"";s:8:""subtotal"";s:5:""35.49"";}}"
317,428,7,3552,Flying Free French Roast,9.99,1,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:1;s:1:""1"";}s:5:""taxes"";a:0:{}s:7:""display"";a:3:{s:5:""price"";s:4:""9.99"";s:16:""discounted_price"";s:4:""9.99"";s:8:""subtotal"";s:4:""9.99"";}}"
318,429,7,3552,Flying Free French Roast,9.99,6,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:1;s:1:""1"";}s:5:""taxes"";N;s:7:""display"";a:3:{s:5:""price"";s:4:""9.99"";s:16:""discounted_price"";s:5:""59.94"";s:8:""subtotal"";s:5:""59.94"";}}"
319,430,7,3552,Flying Free French Roast,10.49,2,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:1;i:2;}s:5:""taxes"";N;s:7:""display"";a:3:{s:5:""price"";s:5:""10.49"";s:16:""discounted_price"";s:5:""20.98"";s:8:""subtotal"";s:5:""20.98"";}}"
320,431,8,3514,Morning Birdsong Breakfast Blend,9.99,1,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:2;s:1:""3"";}s:5:""taxes"";a:0:{}s:7:""display"";a:3:{s:5:""price"";s:4:""9.99"";s:16:""discounted_price"";s:4:""9.99"";s:8:""subtotal"";s:4:""9.99"";}}"
320,432,7,3552,Flying Free French Roast,9.99,1,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:1;s:1:""1"";}s:5:""taxes"";a:0:{}s:7:""display"";a:3:{s:5:""price"";s:4:""9.99"";s:16:""discounted_price"";s:4:""9.99"";s:8:""subtotal"";s:4:""9.99"";}}"
321,433,7,3552,Flying Free French Roast,9.99,2,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:1;s:1:""1"";}s:5:""taxes"";N;s:7:""display"";a:3:{s:5:""price"";s:4:""9.99"";s:16:""discounted_price"";s:5:""19.98"";s:8:""subtotal"";s:5:""19.98"";}}"
321,434,8,3514,Morning Birdsong Breakfast Blend,9.99,2,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:2;s:1:""3"";}s:5:""taxes"";N;s:7:""display"";a:3:{s:5:""price"";s:4:""9.99"";s:16:""discounted_price"";s:5:""19.98"";s:8:""subtotal"";s:5:""19.98"";}}"
322,435,7,3552,Flying Free French Roast,9.99,4,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:1;s:1:""1"";}s:5:""taxes"";N;s:7:""display"";a:3:{s:5:""price"";s:4:""9.99"";s:16:""discounted_price"";s:5:""39.96"";s:8:""subtotal"";s:5:""39.96"";}}"
323,436,8,3514,Morning Birdsong Breakfast Blend,10.49,1,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:2;s:1:""4"";}s:5:""taxes"";N;s:7:""display"";a:3:{s:5:""price"";s:5:""10.49"";s:16:""discounted_price"";s:5:""10.49"";s:8:""subtotal"";s:5:""10.49"";}}"
324,437,7,3552,Flying Free French Roast,10.49,4,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:1;s:1:""2"";}s:5:""taxes"";N;s:7:""display"";a:3:{s:5:""price"";s:5:""10.49"";s:16:""discounted_price"";s:5:""41.96"";s:8:""subtotal"";s:5:""41.96"";}}"
325,438,7,3552,Flying Free French Roast,9.99,1,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:1;s:1:""1"";}s:5:""taxes"";a:0:{}s:7:""display"";a:3:{s:5:""price"";s:4:""9.99"";s:16:""discounted_price"";s:4:""9.99"";s:8:""subtotal"";s:4:""9.99"";}}"
325,439,8,3514,Morning Birdsong Breakfast Blend,9.99,1,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:2;s:1:""3"";}s:5:""taxes"";a:0:{}s:7:""display"";a:3:{s:5:""price"";s:4:""9.99"";s:16:""discounted_price"";s:4:""9.99"";s:8:""subtotal"";s:4:""9.99"";}}"
326,440,7,3552,Flying Free French Roast,10.49,1,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:1;s:1:""2"";}s:5:""taxes"";a:0:{}s:7:""display"";a:3:{s:5:""price"";s:5:""10.49"";s:16:""discounted_price"";s:5:""10.49"";s:8:""subtotal"";s:5:""10.49"";}}"
326,441,8,3514,Morning Birdsong Breakfast Blend,10.49,1,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:2;s:1:""4"";}s:5:""taxes"";a:0:{}s:7:""display"";a:3:{s:5:""price"";s:5:""10.49"";s:16:""discounted_price"";s:5:""10.49"";s:8:""subtotal"";s:5:""10.49"";}}"
327,442,8,3514,Morning Birdsong Breakfast Blend,9.99,1,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:2;i:3;}s:5:""taxes"";N;s:7:""display"";a:3:{s:5:""price"";s:4:""9.99"";s:16:""discounted_price"";s:4:""9.99"";s:8:""subtotal"";s:4:""9.99"";}}"
327,443,7,3552,Flying Free French Roast,9.99,1,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:1;i:1;}s:5:""taxes"";N;s:7:""display"";a:3:{s:5:""price"";s:4:""9.99"";s:16:""discounted_price"";s:4:""9.99"";s:8:""subtotal"";s:4:""9.99"";}}"
328,444,7,3552,Flying Free French Roast,10.49,6,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:1;s:1:""2"";}s:5:""taxes"";N;s:7:""display"";a:3:{s:5:""price"";s:5:""10.49"";s:16:""discounted_price"";s:5:""62.94"";s:8:""subtotal"";s:5:""62.94"";}}"
329,445,7,3552,Flying Free French Roast,10.49,4,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:1;s:1:""2"";}s:5:""taxes"";a:0:{}s:7:""display"";a:3:{s:5:""price"";s:5:""10.49"";s:16:""discounted_price"";s:5:""41.96"";s:8:""subtotal"";s:5:""41.96"";}}"
330,446,7,3552,Flying Free French Roast,9.99,4,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:1;s:1:""1"";}s:5:""taxes"";a:0:{}s:7:""display"";a:3:{s:5:""price"";s:4:""9.99"";s:16:""discounted_price"";s:5:""39.96"";s:8:""subtotal"";s:5:""39.96"";}}"
331,447,7,3552,Flying Free French Roast,9.99,4,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:1;i:1;}s:5:""taxes"";N;s:7:""display"";a:3:{s:5:""price"";s:4:""9.99"";s:16:""discounted_price"";s:5:""39.96"";s:8:""subtotal"";s:5:""39.96"";}}"
332,448,7,3552,Flying Free French Roast,9.99,1,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:1;s:1:""1"";}s:5:""taxes"";a:0:{}s:7:""display"";a:3:{s:5:""price"";s:4:""9.99"";s:16:""discounted_price"";s:4:""9.99"";s:8:""subtotal"";s:4:""9.99"";}}"
333,449,7,3552,Flying Free French Roast,10.49,1,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:1;s:1:""2"";}s:5:""taxes"";N;s:7:""display"";a:3:{s:5:""price"";s:5:""10.49"";s:16:""discounted_price"";s:5:""10.49"";s:8:""subtotal"";s:5:""10.49"";}}"
334,450,7,3552,Flying Free French Roast,9.99,1,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:1;s:1:""1"";}s:5:""taxes"";a:0:{}s:7:""display"";a:3:{s:5:""price"";d:9.9900000000000002131628207280300557613372802734375;s:16:""discounted_price"";d:9.9900000000000002131628207280300557613372802734375;s:8:""subtotal"";d:9.9900000000000002131628207280300557613372802734375;}}"
335,452,8,3514,Morning Birdsong Breakfast Blend,10.49,5,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:2;s:1:""4"";}s:5:""taxes"";a:0:{}s:7:""display"";a:3:{s:5:""price"";s:5:""10.49"";s:16:""discounted_price"";s:5:""47.20"";s:8:""subtotal"";s:5:""47.20"";}}"
336,453,8,3514,Morning Birdsong Breakfast Blend,10.49,1,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:2;s:1:""4"";}s:5:""taxes"";N;s:7:""display"";a:3:{s:5:""price"";s:5:""10.49"";s:16:""discounted_price"";s:5:""10.49"";s:8:""subtotal"";s:5:""10.49"";}}"
337,454,8,3514,Morning Birdsong Breakfast Blend,10.49,1,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:2;s:1:""4"";}s:5:""taxes"";N;s:7:""display"";a:3:{s:5:""price"";s:5:""10.49"";s:16:""discounted_price"";s:5:""10.49"";s:8:""subtotal"";s:5:""10.49"";}}"
338,455,9,3570,No Ruffled Feathers Decaf,10.59,3,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:3;s:1:""5"";}s:5:""taxes"";a:0:{}s:7:""display"";a:3:{s:5:""price"";s:5:""10.59"";s:16:""discounted_price"";s:5:""31.77"";s:8:""subtotal"";s:5:""31.77"";}}"
339,456,7,3552,Flying Free French Roast,9.99,6,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:1;s:1:""1"";}s:5:""taxes"";a:0:{}s:7:""display"";a:3:{s:5:""price"";s:4:""9.99"";s:16:""discounted_price"";s:5:""59.94"";s:8:""subtotal"";s:5:""59.94"";}}"
340,457,9,3570,No Ruffled Feathers Decaf,11.09,3,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:3;s:1:""6"";}s:5:""taxes"";N;s:7:""display"";a:3:{s:5:""price"";s:5:""11.09"";s:16:""discounted_price"";s:5:""33.27"";s:8:""subtotal"";s:5:""33.27"";}}"
341,458,7,3552,Flying Free French Roast,9.99,6,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:1;s:1:""1"";}s:5:""taxes"";a:0:{}s:7:""display"";a:3:{s:5:""price"";s:4:""9.99"";s:16:""discounted_price"";s:5:""53.95"";s:8:""subtotal"";s:5:""53.95"";}}"
342,459,7,3552,Flying Free French Roast,10.49,1,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:1;s:1:""2"";}s:5:""taxes"";N;s:7:""display"";a:3:{s:5:""price"";s:5:""10.49"";s:16:""discounted_price"";s:5:""10.49"";s:8:""subtotal"";s:5:""10.49"";}}"
342,460,8,3514,Morning Birdsong Breakfast Blend,10.49,1,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:2;s:1:""4"";}s:5:""taxes"";N;s:7:""display"";a:3:{s:5:""price"";s:5:""10.49"";s:16:""discounted_price"";s:5:""10.49"";s:8:""subtotal"";s:5:""10.49"";}}"
343,461,7,3552,Flying Free French Roast,9.99,4,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:1;s:1:""1"";}s:5:""taxes"";N;s:7:""display"";a:3:{s:5:""price"";s:4:""9.99"";s:16:""discounted_price"";s:5:""39.96"";s:8:""subtotal"";s:5:""39.96"";}}"
344,462,8,3514,Morning Birdsong Breakfast Blend,9.99,2,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:2;s:1:""3"";}s:5:""taxes"";a:0:{}s:7:""display"";a:3:{s:5:""price"";d:9.9900000000000002131628207280300557613372802734375;s:16:""discounted_price"";d:19.980000000000000426325641456060111522674560546875;s:8:""subtotal"";d:19.980000000000000426325641456060111522674560546875;}}"
345,463,8,3514,Morning Birdsong Breakfast Blend,10.49,1,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:2;s:1:""4"";}s:5:""taxes"";N;s:7:""display"";a:3:{s:5:""price"";s:5:""10.49"";s:16:""discounted_price"";s:5:""10.49"";s:8:""subtotal"";s:5:""10.49"";}}"
346,464,8,3514,Morning Birdsong Breakfast Blend,9.99,2,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:2;s:1:""3"";}s:5:""taxes"";N;s:7:""display"";a:3:{s:5:""price"";s:4:""9.99"";s:16:""discounted_price"";s:5:""19.98"";s:8:""subtotal"";s:5:""19.98"";}}"
347,465,7,3552,Flying Free French Roast,9.99,3,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:1;s:1:""1"";}s:5:""taxes"";N;s:7:""display"";a:3:{s:5:""price"";s:4:""9.99"";s:16:""discounted_price"";s:5:""29.97"";s:8:""subtotal"";s:5:""29.97"";}}"
347,466,8,3514,Morning Birdsong Breakfast Blend,9.99,3,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:2;s:1:""3"";}s:5:""taxes"";N;s:7:""display"";a:3:{s:5:""price"";s:4:""9.99"";s:16:""discounted_price"";s:5:""29.97"";s:8:""subtotal"";s:5:""29.97"";}}"
348,467,9,3570,No Ruffled Feathers Decaf,10.59,1,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:3;s:1:""5"";}s:5:""taxes"";a:0:{}s:7:""display"";a:3:{s:5:""price"";s:5:""10.59"";s:16:""discounted_price"";s:5:""10.59"";s:8:""subtotal"";s:5:""10.59"";}}"
349,468,8,3514,Morning Birdsong Breakfast Blend,10.49,2,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:2;s:1:""4"";}s:5:""taxes"";N;s:7:""display"";a:3:{s:5:""price"";s:5:""10.49"";s:16:""discounted_price"";s:5:""20.98"";s:8:""subtotal"";s:5:""20.98"";}}"
350,469,8,3514,Morning Birdsong Breakfast Blend,9.99,1,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:2;i:3;}s:5:""taxes"";N;s:7:""display"";a:3:{s:5:""price"";s:4:""9.99"";s:16:""discounted_price"";s:4:""9.99"";s:8:""subtotal"";s:4:""9.99"";}}"
350,470,7,3552,Flying Free French Roast,9.99,1,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:1;i:1;}s:5:""taxes"";N;s:7:""display"";a:3:{s:5:""price"";s:4:""9.99"";s:16:""discounted_price"";s:4:""9.99"";s:8:""subtotal"";s:4:""9.99"";}}"
351,471,7,3552,Flying Free French Roast,10.49,1,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:1;s:1:""2"";}s:5:""taxes"";a:0:{}s:7:""display"";a:3:{s:5:""price"";d:10.49;s:16:""discounted_price"";d:10.49;s:8:""subtotal"";d:10.49;}}"
351,472,8,3514,Morning Birdsong Breakfast Blend,10.49,1,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:2;s:1:""4"";}s:5:""taxes"";a:0:{}s:7:""display"";a:3:{s:5:""price"";d:10.49;s:16:""discounted_price"";d:10.49;s:8:""subtotal"";d:10.49;}}"
352,473,7,3552,Flying Free French Roast,10.49,6,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:1;s:1:""2"";}s:5:""taxes"";a:0:{}s:7:""display"";a:3:{s:5:""price"";s:5:""10.49"";s:16:""discounted_price"";s:5:""62.94"";s:8:""subtotal"";s:5:""62.94"";}}"
353,474,7,3552,Flying Free French Roast,10.49,2,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:1;i:2;}s:5:""taxes"";N;s:7:""display"";a:3:{s:5:""price"";s:5:""10.49"";s:16:""discounted_price"";s:5:""20.98"";s:8:""subtotal"";s:5:""20.98"";}}"
354,475,7,3552,Flying Free French Roast,10.49,1,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:1;s:1:""2"";}s:5:""taxes"";N;s:7:""display"";a:3:{s:5:""price"";s:5:""10.49"";s:16:""discounted_price"";s:5:""10.49"";s:8:""subtotal"";s:5:""10.49"";}}"
355,476,7,3552,Flying Free French Roast,9.99,2,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:1;s:1:""1"";}s:5:""taxes"";a:0:{}s:7:""display"";a:3:{s:5:""price"";s:4:""9.99"";s:16:""discounted_price"";s:5:""19.98"";s:8:""subtotal"";s:5:""19.98"";}}"
355,477,8,3514,Morning Birdsong Breakfast Blend,9.99,2,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:2;s:1:""3"";}s:5:""taxes"";a:0:{}s:7:""display"";a:3:{s:5:""price"";s:4:""9.99"";s:16:""discounted_price"";s:5:""19.98"";s:8:""subtotal"";s:5:""19.98"";}}"
355,478,9,3570,No Ruffled Feathers Decaf,10.59,1,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:3;s:1:""5"";}s:5:""taxes"";a:0:{}s:7:""display"";a:3:{s:5:""price"";s:5:""10.59"";s:16:""discounted_price"";s:5:""10.59"";s:8:""subtotal"";s:5:""10.59"";}}"
356,479,8,3514,Morning Birdsong Breakfast Blend,10.49,1,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:2;s:1:""4"";}s:5:""taxes"";N;s:7:""display"";a:3:{s:5:""price"";s:5:""10.49"";s:16:""discounted_price"";s:5:""10.49"";s:8:""subtotal"";s:5:""10.49"";}}"
357,480,7,3552,Flying Free French Roast,10.49,2,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:1;i:2;}s:5:""taxes"";N;s:7:""display"";a:3:{s:5:""price"";s:5:""10.49"";s:16:""discounted_price"";s:5:""20.98"";s:8:""subtotal"";s:5:""20.98"";}}"
358,481,7,3552,Flying Free French Roast,10.49,1,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:1;i:2;}s:5:""taxes"";N;s:7:""display"";a:3:{s:5:""price"";s:5:""10.49"";s:16:""discounted_price"";s:5:""10.49"";s:8:""subtotal"";s:5:""10.49"";}}"
358,482,8,3514,Morning Birdsong Breakfast Blend,10.49,1,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:2;i:4;}s:5:""taxes"";N;s:7:""display"";a:3:{s:5:""price"";s:5:""10.49"";s:16:""discounted_price"";s:5:""10.49"";s:8:""subtotal"";s:5:""10.49"";}}"
358,483,9,3570,No Ruffled Feathers Decaf,11.09,1,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:3;i:6;}s:5:""taxes"";N;s:7:""display"";a:3:{s:5:""price"";s:5:""11.09"";s:16:""discounted_price"";s:5:""11.09"";s:8:""subtotal"";s:5:""11.09"";}}"
359,484,9,3570,No Ruffled Feathers Decaf,10.59,2,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:3;s:1:""5"";}s:5:""taxes"";a:0:{}s:7:""display"";a:3:{s:5:""price"";s:5:""10.59"";s:16:""discounted_price"";s:5:""21.18"";s:8:""subtotal"";s:5:""21.18"";}}"
359,485,8,3514,Morning Birdsong Breakfast Blend,9.99,1,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:2;s:1:""3"";}s:5:""taxes"";a:0:{}s:7:""display"";a:3:{s:5:""price"";s:4:""9.99"";s:16:""discounted_price"";s:4:""9.99"";s:8:""subtotal"";s:4:""9.99"";}}"
360,486,9,3570,No Ruffled Feathers Decaf,11.09,3,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:3;s:1:""6"";}s:5:""taxes"";N;s:7:""display"";a:3:{s:5:""price"";s:5:""11.09"";s:16:""discounted_price"";s:5:""33.27"";s:8:""subtotal"";s:5:""33.27"";}}"
361,487,7,3552,Flying Free French Roast,9.99,4,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:1;s:1:""1"";}s:5:""taxes"";a:0:{}s:7:""display"";a:3:{s:5:""price"";s:4:""9.99"";s:16:""discounted_price"";s:5:""39.96"";s:8:""subtotal"";s:5:""39.96"";}}"
362,488,8,3514,Morning Birdsong Breakfast Blend,10.49,5,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:2;s:1:""4"";}s:5:""taxes"";a:0:{}s:7:""display"";a:3:{s:5:""price"";s:5:""10.49"";s:16:""discounted_price"";s:5:""52.45"";s:8:""subtotal"";s:5:""52.45"";}}"
363,489,8,3514,Morning Birdsong Breakfast Blend,10.49,5,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:2;s:1:""4"";}s:5:""taxes"";a:0:{}s:7:""display"";a:3:{s:5:""price"";s:5:""10.49"";s:16:""discounted_price"";s:5:""52.45"";s:8:""subtotal"";s:5:""52.45"";}}"
364,490,8,3514,Morning Birdsong Breakfast Blend,10.49,5,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:2;s:1:""4"";}s:5:""taxes"";a:0:{}s:7:""display"";a:3:{s:5:""price"";s:5:""10.49"";s:16:""discounted_price"";s:5:""52.45"";s:8:""subtotal"";s:5:""52.45"";}}"
365,491,7,3552,Flying Free French Roast,9.99,4,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:1;s:1:""1"";}s:5:""taxes"";a:0:{}s:7:""display"";a:3:{s:5:""price"";s:4:""9.99"";s:16:""discounted_price"";s:5:""39.96"";s:8:""subtotal"";s:5:""39.96"";}}"
365,492,8,3514,Morning Birdsong Breakfast Blend,9.99,2,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:2;s:1:""3"";}s:5:""taxes"";a:0:{}s:7:""display"";a:3:{s:5:""price"";s:4:""9.99"";s:16:""discounted_price"";s:5:""19.98"";s:8:""subtotal"";s:5:""19.98"";}}"
366,493,8,3514,Morning Birdsong Breakfast Blend,10.49,5,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:2;s:1:""4"";}s:5:""taxes"";a:0:{}s:7:""display"";a:3:{s:5:""price"";s:5:""10.49"";s:16:""discounted_price"";s:5:""52.45"";s:8:""subtotal"";s:5:""52.45"";}}"
367,494,7,3552,Flying Free French Roast,9.99,1,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:1;s:1:""1"";}s:5:""taxes"";N;s:7:""display"";a:3:{s:5:""price"";s:4:""9.99"";s:16:""discounted_price"";s:4:""9.99"";s:8:""subtotal"";s:4:""9.99"";}}"
368,495,7,3552,Flying Free French Roast,9.99,6,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:1;s:1:""1"";}s:5:""taxes"";N;s:7:""display"";a:3:{s:5:""price"";s:4:""9.99"";s:16:""discounted_price"";s:5:""59.94"";s:8:""subtotal"";s:5:""59.94"";}}"
369,496,8,3514,Morning Birdsong Breakfast Blend,10.49,3,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:2;s:1:""4"";}s:5:""taxes"";N;s:7:""display"";a:3:{s:5:""price"";s:5:""10.49"";s:16:""discounted_price"";s:5:""31.47"";s:8:""subtotal"";s:5:""31.47"";}}"
369,497,7,3552,Flying Free French Roast,10.49,3,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:1;s:1:""2"";}s:5:""taxes"";N;s:7:""display"";a:3:{s:5:""price"";s:5:""10.49"";s:16:""discounted_price"";s:5:""31.47"";s:8:""subtotal"";s:5:""31.47"";}}"
370,498,7,3552,Flying Free French Roast,9.99,4,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:1;s:1:""1"";}s:5:""taxes"";N;s:7:""display"";a:3:{s:5:""price"";s:4:""9.99"";s:16:""discounted_price"";s:5:""39.96"";s:8:""subtotal"";s:5:""39.96"";}}"
371,499,9,3570,No Ruffled Feathers Decaf,10.59,1,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:3;s:1:""5"";}s:5:""taxes"";a:0:{}s:7:""display"";a:3:{s:5:""price"";d:10.589999999999999857891452847979962825775146484375;s:16:""discounted_price"";d:10.589999999999999857891452847979962825775146484375;s:8:""subtotal"";d:10.589999999999999857891452847979962825775146484375;}}"
372,500,7,3552,Flying Free French Roast,10.49,1,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:1;s:1:""2"";}s:5:""taxes"";N;s:7:""display"";a:3:{s:5:""price"";s:5:""10.49"";s:16:""discounted_price"";s:4:""8.39"";s:8:""subtotal"";s:4:""8.39"";}}"
372,501,9,3570,No Ruffled Feathers Decaf,11.09,4,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:3;s:1:""6"";}s:5:""taxes"";N;s:7:""display"";a:3:{s:5:""price"";s:5:""11.09"";s:16:""discounted_price"";s:5:""35.49"";s:8:""subtotal"";s:5:""35.49"";}}"
373,502,8,3514,Morning Birdsong Breakfast Blend,10.49,1,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:2;s:1:""4"";}s:5:""taxes"";N;s:7:""display"";a:3:{s:5:""price"";s:5:""10.49"";s:16:""discounted_price"";s:5:""10.49"";s:8:""subtotal"";s:5:""10.49"";}}"
374,503,7,3552,Flying Free French Roast,10.49,1,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:1;s:1:""2"";}s:5:""taxes"";N;s:7:""display"";a:3:{s:5:""price"";s:5:""10.49"";s:16:""discounted_price"";s:5:""10.49"";s:8:""subtotal"";s:5:""10.49"";}}"
